AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG,province,district
4,810802,ต. เกาะศรีบอยา,Ko Si Boya,8108,อ. เหนือคลอง,Nuea Khlong,81,จ. กระบี่,Krabi,7.829,98.988,กระบี่,เหนือคลอง
4,190201,ต. แก่งคอย,Kaeng Khoi,1902,อ. แก่งคอย,Kaeng Khoi,19,จ. สระบุรี,Saraburi,14.585999999999999,101.00200000000001,สระบุรี,แก่งคอย
4,103502,แขวง บางค้อ,,1035,เขต จอมทอง,Chom Thong,10,กรุงเทพมหานคร,Bangkok,13.702,100.476,กรุงเทพมหานคร,เขต จอมทอง
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.392999999999999,99.669,สุราษฎร์ธานี,เกาะสมุย
4,750208,ต. บางกุ้ง,Bang Kung,7502,อ. บางคนที,Bang Khonthi,75,จ. สมุทรสงคราม,Samut Songkhram,13.459000000000001,99.931,สมุทรสงคราม,บางคนที
4,730301,ต. นครชัยศรี,Nakhon Chai Si,7303,อ. นครชัยศรี,Nakhon Chai Si,73,จ. นครปฐม,Nakhon Pathom,13.787,100.19200000000001,นครปฐม,นครชัยศรี
4,120204,ต. บางขนุน,Bang Khanun,1202,อ. บางกรวย,Bang Kruai,12,จ. นนทบุรี,Nonthaburi,13.811,100.45299999999999,นนทบุรี,บางกรวย
4,860101,ต. ท่าตะเภา,Tha Taphao,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.498,99.179,ชุมพร,เมืองชุมพร
4,110412,ต. บางกอบัว,Bang Ko Bua,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.693,100.57700000000001,สมุทรปราการ,พระประแดง
4,140111,ต. คลองตะเคียน,Khlong Takhian,1401,อ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.331,100.554,พระนครศรีอยุธยา,พระนครศรีอยุธยา
4,110411,ต. บางกระสอบ,Bang Krasop,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.665999999999999,100.566,สมุทรปราการ,พระประแดง
4,940101,ต. สะบารัง,Sabarang,9401,อ. เมืองปัตตานี,Mueang Pattani,94,จ. ปัตตานี,Pattani,6.876,101.251,ปัตตานี,เมืองปัตตานี
4,500101,ต. ศรีภูมิ,Si Phum,5001,อ. เมืองเชียงใหม่,Mueang Chiang Mai,50,จ. เชียงใหม่,Chiang Mai,18.796,98.985,เชียงใหม่,เมืองเชียงใหม่
4,102504,แขวง บางยี่ขัน,,1025,เขต บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,13.774000000000001,100.492,กรุงเทพมหานคร,เขต บางพลัด
4,102009,แขวง อรุณอมรินทร์,,1020,เขต บางกอกน้อย,Bangkok Noi,10,กรุงเทพมหานคร,Bangkok,13.772,100.477,กรุงเทพมหานคร,เขต บางกอกน้อย
4,750301,ต. อัมพวา,Amphawa,7503,อ. อัมพวา,Amphawa,75,จ. สมุทรสงคราม,Samut Songkhram,13.427,99.954,สมุทรสงคราม,อัมพวา
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.905,98.479,ระนอง,เมืองระนอง
4,200601,ต. พนัสนิคม,Phanat Nikhom,2006,อ. พนัสนิคม,Phanat Nikhom,20,จ. ชลบุรี,Chon Buri,13.45,101.18,ชลบุรี,พนัสนิคม
4,710507,ต. ท่าเรือ (เทศบาลเมืองพระแท่น),Tha Ruea,7105,อ. ท่ามะกา,Tha Maka,71,จ. กาญจนบุรี,Kanchanaburi,13.954,99.75200000000001,กาญจนบุรี,ท่ามะกา
4,102803,แขวง ทุ่งมหาเมฆ,,1028,เขต สาทร,Sa Thon,10,กรุงเทพมหานคร,Bangkok,13.718,100.541,กรุงเทพมหานคร,เขต สาทร
4,110402,ต. ตลาด,Bang Phueng,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.671,100.52,สมุทรปราการ,พระประแดง
4,130105,ต. บ้านกระแชง,Ban Krachaeng,1301,อ. เมืองปทุมธานี,Mueang Pathum Thani,13,จ. ปทุมธานี,Pathum Thani,14.030999999999999,100.552,ปทุมธานี,เมืองปทุมธานี
4,102207,แขวง บางแวก,,1022,เขต ภาษีเจริญ,Phasi Charoen,10,กรุงเทพมหานคร,Bangkok,13.735999999999999,100.445,กรุงเทพมหานคร,เขต ภาษีเจริญ
4,110408,ต. บางยอ,Bang Yo,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.679,100.55799999999999,สมุทรปราการ,พระประแดง
4,140114,ต. ลุมพลี,Lumphli,1401,อ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.376,100.54799999999999,พระนครศรีอยุธยา,พระนครศรีอยุธยา
4,940105,ต. ตันหยงลุโละ,Tanyong Lulo,9401,อ. เมืองปัตตานี,Mueang Pattani,94,จ. ปัตตานี,Pattani,6.877000000000001,101.305,ปัตตานี,เมืองปัตตานี
4,102502,แขวง บางอ้อ,,1025,เขต บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,13.802,100.512,กรุงเทพมหานคร,เขต บางพลัด
4,220201,ต. ขลุง,Khlung,2202,อ. ขลุง,Khlung,22,จ. จันทบุรี,Chanthaburi,12.452,102.21799999999999,จันทบุรี,ขลุง
4,190106,ต. นาโฉง,Na Chong,1901,อ. เมืองสระบุรี,Mueang Saraburi,19,จ. สระบุรี,Saraburi,14.529000000000002,100.88600000000001,สระบุรี,เมืองสระบุรี
4,110414,ต. สำโรง,Samrong,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.659,100.584,สมุทรปราการ,พระประแดง
4,650103,ต. วัดจันทร์,Wat Chan,6501,อ. เมืองพิษณุโลก,Mueang Phitsanulok,65,จ. พิษณุโลก,Phitsanulok,16.789,100.25,พิษณุโลก,เมืองพิษณุโลก
4,140405,ต. หน้าไม้,Na Mai,1404,อ. บางไทร,Bang Sai,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.315,100.462,พระนครศรีอยุธยา,บางไทร
4,140106,ต. ไผ่ลิง,Phai Ling,1401,อ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.356,100.589,พระนครศรีอยุธยา,พระนครศรีอยุธยา
4,760102,ต. คลองกระแซง,Khlong Krachaeng,7601,อ. เมืองเพชรบุรี,Mueang Phetchaburi,76,จ. เพชรบุรี,Phetchaburi,13.112,99.943,เพชรบุรี,เมืองเพชรบุรี
4,730302,ต. บางกระเบา,Bang Krabao,7303,อ. นครชัยศรี,Nakhon Chai Si,73,จ. นครปฐม,Nakhon Pathom,13.793,100.18299999999999,นครปฐม,นครชัยศรี
4,240103,ต. บ้านใหม่,Ban Mai,2401,อ. เมืองฉะเชิงเทรา,Mueang Chachoengsao,24,จ. ฉะเชิงเทรา,Chachoengsao,13.707,101.1,ฉะเชิงเทรา,เมืองฉะเชิงเทรา
4,102501,แขวง บางพลัด,,1025,เขต บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,13.790999999999999,100.48700000000001,กรุงเทพมหานคร,เขต บางพลัด
4,750307,ต. แควอ้อม,Khwae Om,7503,อ. อัมพวา,Amphawa,75,จ. สมุทรสงคราม,Samut Songkhram,13.436,99.93700000000001,สมุทรสงคราม,อัมพวา
4,150208,ต. ชะไว,Chawai,1502,อ. ไชโย,Chaiyo,15,จ. อ่างทอง,Ang Thong,14.687000000000001,100.494,อ่างทอง,ไชโย
4,750212,ต. บางกระบือ,Bang Krabue,7502,อ. บางคนที,Bang Khonthi,75,จ. สมุทรสงคราม,Samut Songkhram,13.463,99.96799999999999,สมุทรสงคราม,บางคนที
4,100704,แขวง ลุมพินี,,1007,เขต ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,13.735999999999999,100.546,กรุงเทพมหานคร,เขต ปทุมวัน
4,110415,ต. สำโรงกลาง,Samrong Klang,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.652999999999999,100.564,สมุทรปราการ,พระประแดง
4,140109,ต. สำเภาล่ม,Samphao Lom,1401,อ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.34,100.57,พระนครศรีอยุธยา,พระนครศรีอยุธยา
4,200701,ต. ศรีราชา,Si Racha,2007,อ. ศรีราชา,Si Racha,20,จ. ชลบุรี,Chon Buri,13.162,100.92299999999999,ชลบุรี,ศรีราชา
4,810301,ต. เกาะลันตาใหญ่,Ko Lanta Yai,8103,อ. เกาะลันตา,Ko Lanta,81,จ. กระบี่,Krabi,7.417000000000001,99.204,กระบี่,เกาะลันตา
4,570101,ต. เวียง,Wiang,5701,อ. เมืองเชียงราย,Mueang Chiang Rai,57,จ. เชียงราย,Chiang Rai,19.907,99.83200000000001,เชียงราย,เมืองเชียงราย
4,102202,แขวง บางด้วน,,1022,เขต ภาษีเจริญ,Phasi Charoen,10,กรุงเทพมหานคร,Bangkok,13.722999999999999,100.43700000000001,กรุงเทพมหานคร,เขต ภาษีเจริญ
4,103903,แขวง พระโขนงเหนือ,,1039,เขต วัฒนา,Watthana,10,กรุงเทพมหานคร,Bangkok,13.719000000000001,100.596,กรุงเทพมหานคร,เขต วัฒนา
4,700701,ต. โพธาราม,Photharam,7007,อ. โพธาราม,Photharam,70,จ. ราชบุรี,Ratchaburi,13.695,99.853,ราชบุรี,โพธาราม
4,110413,ต. ทรงคนอง,Song Khanong,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.665,100.545,สมุทรปราการ,พระประแดง
4,120203,ต. บางสีทอง,Bang Si Thong,1202,อ. บางกรวย,Bang Kruai,12,จ. นนทบุรี,Nonthaburi,13.818,100.479,นนทบุรี,บางกรวย
4,900803,ต. เชิงแส,Choeng Sae,9008,อ. กระแสสินธุ์,Krasae Sin,90,จ. สงขลา,Songkhla,7.561,100.35600000000001,สงขลา,กระแสสินธุ์
4,730303,ต. วัดแค,Wat Khae,7303,อ. นครชัยศรี,Nakhon Chai Si,73,จ. นครปฐม,Nakhon Pathom,13.814,100.175,นครปฐม,นครชัยศรี
4,830103,ต. เกาะแก้ว,Ko Kaeo,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.936,98.427,ภูเก็ต,เมืองภูเก็ต
4,260101,ต. นครนายก,Nakhon Nayok,2601,อ. เมืองนครนายก,Mueang Nakhon Nayok,26,จ. นครนายก,Nakhon Nayok,14.198,101.23299999999999,นครนายก,เมืองนครนายก
4,140407,ต. แคออก,Khae Ok,1404,อ. บางไทร,Bang Sai,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.305,100.47200000000001,พระนครศรีอยุธยา,บางไทร
4,110410,ต. บางน้ำผึ้ง,Bang Nam Phueng,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.679,100.57799999999999,สมุทรปราการ,พระประแดง
4,501302,ต. ทรายมูล,Sai Mun,5013,อ. สันกำแพง,San Kamphaeng,50,จ. เชียงใหม่,Chiang Mai,18.735,99.13600000000001,เชียงใหม่,สันกำแพง
4,750207,ต. บางพรม,Bang Phrom,7502,อ. บางคนที,Bang Khonthi,75,จ. สมุทรสงคราม,Samut Songkhram,13.452,99.955,สมุทรสงคราม,บางคนที
4,800102,ต. ท่าวัง,Tha Wang,8001,อ. เมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat,80,จ. นครศรีธรรมราช,Nakhon Si Thammarat,8.449,99.961,นครศรีธรรมราช,เมืองนครศรีธรรมราช
4,760101,ต. ท่าราบ,Tha Rap,7601,อ. เมืองเพชรบุรี,Mueang Phetchaburi,76,จ. เพชรบุรี,Phetchaburi,13.097000000000001,99.949,เพชรบุรี,เมืองเพชรบุรี
4,130704,ต. กระแชง,Krachaeng,1307,อ. สามโคก,Sam Khok,13,จ. ปทุมธานี,Pathum Thani,14.043,100.544,ปทุมธานี,สามโคก
4,110111,ต. บางโปรง,,1101,อ. เมืองสมุทรปราการ,Mueang Samut Prakan,11,จ. สมุทรปราการ,Samut Prakarn,13.623,100.565,สมุทรปราการ,เมืองสมุทรปราการ
4,760610,ต. ลาดโพธิ์,Lat Pho,7606,อ. บ้านลาด,Ban Lat,76,จ. เพชรบุรี,Phetchaburi,13.102,99.895,เพชรบุรี,บ้านลาด
4,120106,ต. บางไผ่,Bang Phai,1201,อ. เมืองนนทบุรี,Mueang Nonthaburi,12,จ. นนทบุรี,Nonthaburi,13.823,100.492,นนทบุรี,เมืองนนทบุรี
4,140201,ต. ท่าเรือ,Tha Ruea,1402,อ. ท่าเรือ,Tha Ruea,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.565999999999999,100.719,พระนครศรีอยุธยา,ท่าเรือ
4,940309,ต. บางตาวา,Bang Tawa,9403,อ. หนองจิก,Nong Chik,94,จ. ปัตตานี,Pattani,6.858,101.15799999999999,ปัตตานี,หนองจิก
4,750204,ต. โรงหีบ,Rong Hip,7502,อ. บางคนที,Bang Khonthi,75,จ. สมุทรสงคราม,Samut Songkhram,13.47,99.931,สมุทรสงคราม,บางคนที
4,103303,แขวง พระโขนง,,1033,เขต คลองเตย,Khlong Toei,10,กรุงเทพมหานคร,Bangkok,13.707,100.595,กรุงเทพมหานคร,เขต คลองเตย
4,110409,ต. บางกะเจ้า,Bang Kachao,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.697000000000001,100.561,สมุทรปราการ,พระประแดง
4,191005,ต. ศาลารีไทย,Sala Ri Thai,1910,อ. เสาไห้,Sao Hai,19,จ. สระบุรี,Saraburi,14.565,100.848,สระบุรี,เสาไห้
4,750106,ต. ท้ายหาด,Thai Hat,7501,อ. เมืองสมุทรสงคราม,Mueang Samut Songkhram,75,จ. สมุทรสงคราม,Samut Songkhram,13.399000000000001,99.976,สมุทรสงคราม,เมืองสมุทรสงคราม
4,901107,ต. คลองอู่ตะเภา,Khlong U Ta Phao,9011,อ. หาดใหญ่,Hat Yai,90,จ. สงขลา,Songkhla,7.045,100.446,สงขลา,หาดใหญ่
4,501506,ต. สบแม่ข่า,Sop Mae Kha,5015,อ. หางดง,Hang Dong,50,จ. เชียงใหม่,Chiang Mai,18.689,98.98,เชียงใหม่,หางดง
4,150105,ต. บ้านแห,Ban Hae,1501,อ. เมืองอ่างทอง,Mueang Ang Thong,15,จ. อ่างทอง,Ang Thong,14.565,100.434,อ่างทอง,เมืองอ่างทอง
4,510601,ต. ปากบ่อง,Pak Bong,5106,อ. ป่าซาง,Pa Sang,51,จ. ลำพูน,Lamphun,18.537,98.93299999999999,ลำพูน,ป่าซาง
4,150209,ต. ตรีณรงค์,Tri Narong,1502,อ. ไชโย,Chaiyo,15,จ. อ่างทอง,Ang Thong,14.675999999999998,100.49799999999999,อ่างทอง,ไชโย
4,220304,ต. บ่อพุ,Bo Phu,2203,อ. ท่าใหม่,Tha Mai,22,จ. จันทบุรี,Chanthaburi,12.595,102.02799999999999,จันทบุรี,ท่าใหม่
4,102007,แขวง บางขุนศรี,,1020,เขต บางกอกน้อย,Bangkok Noi,10,กรุงเทพมหานคร,Bangkok,13.76,100.463,กรุงเทพมหานคร,เขต บางกอกน้อย
4,140702,ต. ขยาย,Khayai,1407,อ. บางปะหัน,Bang Pahan,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.414000000000001,100.564,พระนครศรีอยุธยา,บางปะหัน
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.495,98.34899999999999,ระนอง,สุขสำราญ
4,820101,ต. ท้ายช้าง,Thai Chang,8201,อ. เมืองพังงา,Mueang Phang-nga,82,จ. พังงา,Phang-nga,8.446,98.524,พังงา,เมืองพังงา
4,500116,ต. สันผีเสื้อ,San Phisuea,5001,อ. เมืองเชียงใหม่,Mueang Chiang Mai,50,จ. เชียงใหม่,Chiang Mai,18.840999999999998,98.99799999999999,เชียงใหม่,เมืองเชียงใหม่
4,501102,ต. ทุ่งหลวง,Thung Luang,5011,อ. พร้าว,Phrao,50,จ. เชียงใหม่,Chiang Mai,19.359,99.20200000000001,เชียงใหม่,พร้าว
4,120608,ต. เกาะเกร็ด,Ko Kret,1206,อ. ปากเกร็ด,Pak Kret,12,จ. นนทบุรี,Nonthaburi,13.91,100.47200000000001,นนทบุรี,ปากเกร็ด
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.526,99.169,สตูล,เมืองสตูล
4,141601,ต. บ้านแพรก,Ban Phraek,1416,อ. บ้านแพรก,Ban Phraek,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.64,100.585,พระนครศรีอยุธยา,บ้านแพรก
4,120605,ต. บางตะไนย์,Bang Tanai,1206,อ. ปากเกร็ด,Pak Kret,12,จ. นนทบุรี,Nonthaburi,13.931,100.492,นนทบุรี,ปากเกร็ด
4,430101,ต. ในเมือง,Nai Mueang,4301,อ. เมืองหนองคาย,Mueang Nong Khai,43,จ. หนองคาย,Nong Khai,17.89,102.76100000000001,หนองคาย,เมืองหนองคาย
4,110407,ต. เทศบาลสำโรงใต้,Samrong Tai,1104,อ. พระประแดง,Phra Pradaeng,11,จ. สมุทรปราการ,Samut Prakarn,13.640999999999998,100.573,สมุทรปราการ,พระประแดง
4,101907,แขวง บางเชือกหนัง,,1019,เขต ตลิ่งชัน,Taling Chan,10,กรุงเทพมหานคร,Bangkok,13.751,100.419,กรุงเทพมหานคร,เขต ตลิ่งชัน
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.577,100.947,ชลบุรี,สัตหีบ
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.112,99.141,ชุมพร,ทุ่งตะโก
4,110113,ต. บางด้วน,,1101,อ. เมืองสมุทรปราการ,Mueang Samut Prakan,11,จ. สมุทรปราการ,Samut Prakarn,13.622,100.581,สมุทรปราการ,เมืองสมุทรปราการ
4,141603,ต. สำพะเนียง,Sam Phaniang,1416,อ. บ้านแพรก,Ban Phraek,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.638,100.56700000000001,พระนครศรีอยุธยา,บ้านแพรก
4,101504,แขวง บุคคโล,,1015,เขต ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,13.707,100.486,กรุงเทพมหานคร,เขต ธนบุรี
4,120601,ต. ปากเกร็ด,Pak Kret,1206,อ. ปากเกร็ด,Pak Kret,12,จ. นนทบุรี,Nonthaburi,13.912,100.506,นนทบุรี,ปากเกร็ด
4,140811,ต. โคกช้าง,Khok Chang,1408,อ. ผักไห่,Phak Hai,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.5,100.38799999999999,พระนครศรีอยุธยา,ผักไห่
4,760601,ต. บ้านลาด,Ban Lat,7606,อ. บ้านลาด,Ban Lat,76,จ. เพชรบุรี,Phetchaburi,13.062999999999999,99.928,เพชรบุรี,บ้านลาด
4,120101,ต. สวนใหญ่,Suan Yai,1201,อ. เมืองนนทบุรี,Mueang Nonthaburi,12,จ. นนทบุรี,Nonthaburi,13.842,100.494,นนทบุรี,เมืองนนทบุรี
4,340107,ต. ปทุม,Pathum,3401,อ. เมืองอุบลราชธานี,Mueang Ubon Ratchathani,34,จ. อุบลราชธานี,Ubon Ratchathani,15.244000000000002,104.89399999999999,อุบลราชธานี,เมืองอุบลราชธานี
4,120202,ต. บางกรวย,Bang Kruai,1202,อ. บางกรวย,Bang Kruai,12,จ. นนทบุรี,Nonthaburi,13.809000000000001,100.499,นนทบุรี,บางกรวย
4,640101,ต. ธานี,Thani,6401,อ. เมืองสุโขทัย,Mueang Sukhothai,64,จ. สุโขทัย,Sukhothai,17.012,99.822,สุโขทัย,เมืองสุโขทัย
4,120208,ต. ปลายบาง,Plai Bang,1202,อ. บางกรวย,Bang Kruai,12,จ. นนทบุรี,Nonthaburi,13.814,100.402,นนทบุรี,บางกรวย
4,730101,ต. พระปฐมเจดีย์,Phra Pathom Chedi,7301,อ. เมืองนครปฐม,mueang Nakhon Pathom,73,จ. นครปฐม,Nakhon Pathom,13.819,100.05,นครปฐม,เมืองนครปฐม
4,500113,ต. หนองป่าครั่ง,Nong Pa Khrang,5001,อ. เมืองเชียงใหม่,Mueang Chiang Mai,50,จ. เชียงใหม่,Chiang Mai,18.788,99.03399999999999,เชียงใหม่,เมืองเชียงใหม่
4,910504,ต. ปากน้ำ,Pak Nam,9105,อ. ละงู,La-ngu,91,จ. สตูล,Satun,6.834,99.691,สตูล,ละงู
4,730316,ต. วัดสำโรง,Wat Samrong,7303,อ. นครชัยศรี,Nakhon Chai Si,73,จ. นครปฐม,Nakhon Pathom,13.827,100.21799999999999,นครปฐม,นครชัยศรี
4,850101,ต. เขานิเวศน์,Khao Niwet,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.96,98.62100000000001,ระนอง,เมืองระนอง
4,140112,ต. วัดตูม,Wat Tum,1401,อ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.39,100.539,พระนครศรีอยุธยา,พระนครศรีอยุธยา
4,200114,ต. บ้านปึก,Ban Puek,2001,อ. เมืองชลบุรี,Mueang Chon Buri,20,จ. ชลบุรี,Chon Buri,13.302,100.928,ชลบุรี,เมืองชลบุรี
4,500105,ต. ช้างคลาน,Chang Khlan,5001,อ. เมืองเชียงใหม่,Mueang Chiang Mai,50,จ. เชียงใหม่,Chiang Mai,18.774,98.99600000000001,เชียงใหม่,เมืองเชียงใหม่
4,560101,ต. เวียง,Wiang,5601,อ. เมืองพะเยา,Mueang Phayao,56,จ. พะเยา,Phayao,19.172,99.89399999999999,พะเยา,เมืองพะเยา
4,140804,ต. ลาดน้ำเค็ม,Lat Nam Khem,1408,อ. ผักไห่,Phak Hai,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.482000000000001,100.39299999999999,พระนครศรีอยุธยา,ผักไห่
4,740201,ต. ตลาดกระทุ่มแบน,Talat Krathum Baen,7402,อ. กระทุ่มแบน,Krathum Baen,74,จ. สมุทรสาคร,Samut Sakhon,13.654000000000002,100.25,สมุทรสาคร,กระทุ่มแบน
4,830107,ต. ราไวย์,Rawai,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.787999999999999,98.37200000000001,ภูเก็ต,เมืองภูเก็ต
4,760120,ต. วังตะโก,Wang Tako,7601,อ. เมืองเพชรบุรี,Mueang Phetchaburi,76,จ. เพชรบุรี,Phetchaburi,13.134,99.89299999999999,เพชรบุรี,เมืองเพชรบุรี
4,220102,ต. วัดใหม่,Wat Mai,2201,อ. เมืองจันทบุรี,Mueang Chanthaburi,22,จ. จันทบุรี,Chanthaburi,12.610999999999999,102.105,จันทบุรี,เมืองจันทบุรี
4,103103,แขวง บางโคล่,,1031,เขต บางคอแหลม,Bang Kho Laem,10,กรุงเทพมหานคร,Bangkok,13.694,100.516,กรุงเทพมหานคร,เขต บางคอแหลม
4,191006,ต. ต้นตาล,Ton Tan,1910,อ. เสาไห้,Sao Hai,19,จ. สระบุรี,Saraburi,14.574000000000002,100.885,สระบุรี,เสาไห้
4,500507,ต. ตลาดขวัญ,Talat Khwan,5005,อ. ดอยสะเก็ด,Doi Saket,50,จ. เชียงใหม่,Chiang Mai,18.840999999999998,99.088,เชียงใหม่,ดอยสะเก็ด
4,141504,ต. น้ำเต้า,Namtao,1415,อ. มหาราช,Maha Rat,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.565999999999999,100.542,พระนครศรีอยุธยา,มหาราช
4,750306,ต. บางช้าง,Bang Chang,7503,อ. อัมพวา,Amphawa,75,จ. สมุทรสงคราม,Samut Songkhram,13.437000000000001,99.95299999999999,สมุทรสงคราม,อัมพวา
4,820501,ต. ตะกั่วป่า,Takua Pa,8205,อ. ตะกั่วป่า,Takua Pa,82,จ. พังงา,Phang-nga,8.829,98.36200000000001,พังงา,ตะกั่วป่า
4,130705,ต. บางโพธิ์เหนือ,Bang Pho Nuea,1307,อ. สามโคก,Sam Khok,13,จ. ปทุมธานี,Pathum Thani,14.042,100.515,ปทุมธานี,สามโคก
4,830107,ต. ราไวย์,Rawai,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.598,98.36,ภูเก็ต,เมืองภูเก็ต
4,730323,ต. งิ้วราย,Ngio Rai,7303,อ. นครชัยศรี,Nakhon Chai Si,73,จ. นครปฐม,Nakhon Pathom,13.807,100.212,นครปฐม,นครชัยศรี
4,940107,ต. กะมิยอ,Kami Yo,9401,อ. เมืองปัตตานี,Mueang Pattani,94,จ. ปัตตานี,Pattani,6.854,101.318,ปัตตานี,เมืองปัตตานี
4,141410,ต. ธนู,Thanu,1414,อ. อุทัย,Uthai,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.355,100.62200000000001,พระนครศรีอยุธยา,อุทัย
4,141602,ต. บ้านใหม่,Ban Mai,1416,อ. บ้านแพรก,Ban Phraek,14,จ. พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,14.655,100.586,พระนครศรีอยุธยา,บ้านแพรก
4,900703,ต. ตาเครียะ,Takhria,9007,อ. ระโนด,Ranot,90,จ. สงขลา,Songkhla,7.789,100.26899999999999,สงขลา,ระโนด
4,510101,ต. ในเมือง,Nai Mueang,5101,อ. เมืองลำพูน,Mueang Lamphun,51,จ. ลำพูน,Lamphun,18.573,99.00200000000001,ลำพูน,เมืองลำพูน
4,750213,ต. บ้านปราโมทย์,Ban Pramot,7502,อ. บางคนที,Bang Khonthi,75,จ. สมุทรสงคราม,Samut Songkhram,13.46,99.898,สมุทรสงคราม,บางคนที
4,101701,แขวง ห้วยขวาง,,1017,เขต ห้วยขวาง,Huai Khwang,10,กรุงเทพมหานคร,Bangkok,13.769,100.57700000000001,กรุงเทพมหานคร,เขต ห้วยขวาง
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.619,99.679,สุราษฎร์ธานี,เกาะสมุย
4,610504,ต. ห้วยรอบ,Huai Rop,6105,อ. หนองขาหย่าง,Nong Khayang,61,จ. อุทัยธานี,Uthai Thani,15.370999999999999,99.9,อุทัยธานี,หนองขาหย่าง
4,200408,ต. นาเกลือ,Na Kluea,2004,อ. บางละมุง,Bang Lamung,20,จ. ชลบุรี,Chon Buri,12.912,100.77799999999999,ชลบุรี,บางละมุง
