AD_LEVEL,TA_ID,TAMBON_T,TAMBON_E,AM_ID,AMPHOE_T,AMPHOE_E,CH_ID,CHANGWAT_T,CHANGWAT_E,LAT,LONG,province,district
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,,Mueang Satun,91,จ. สตูล,Satun,6.546,99.706,สตูล,
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.645999999999999,101.171,ระยอง,เมืองระยอง
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.645,101.17,ระยอง,เมืองระยอง
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.649000000000001,101.17399999999999,ระยอง,เมืองระยอง
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.644,101.169,ระยอง,เมืองระยอง
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.459000000000001,99.40299999999999,ชุมพร,เมืองชุมพร
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.290999999999999,99.241,ชุมพร,สวี
4,440103,ต. ท่าตูม,Tha Tum,4401,อ. เมืองมหาสารคาม,Mueang Maha Sarakham,44,จ. มหาสารคาม,Maha Sarakham,16.162,103.484,มหาสารคาม,เมืองมหาสารคาม
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.708,99.675,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.796,99.713,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.677,99.65899999999999,สุราษฎร์ธานี,เกาะสมุย
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.610999999999999,100.889,ชลบุรี,สัตหีบ
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.0329999999999995,99.449,ตรัง,หาดสำราญ
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.477,99.369,ชุมพร,เมืองชุมพร
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.862,99.486,ชุมพร,ปะทิว
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.165,99.176,ชุมพร,ทุ่งตะโก
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.8,99.538,ชุมพร,ปะทิว
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.672000000000001,99.844,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.767000000000001,99.66799999999999,สุราษฎร์ธานี,เกาะสมุย
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.466,99.359,ชุมพร,เมืองชุมพร
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.131,99.165,ชุมพร,ทุ่งตะโก
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.705,99.79899999999999,สตูล,เมืองสตูล
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,6.984,99.473,ตรัง,หาดสำราญ
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.197000000000001,99.221,ชุมพร,สวี
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.118,99.21600000000001,ชุมพร,ทุ่งตะโก
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.067,99.398,ตรัง,หาดสำราญ
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.782,99.53,ชุมพร,ปะทิว
4,220607,ต. บางกะไชย,Bang Kachai,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.465,102.066,จันทบุรี,แหลมสิงห์
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.016,99.445,ตรัง,หาดสำราญ
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.84,99.49700000000001,ชุมพร,ปะทิว
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.71,99.794,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.707,99.676,สุราษฎร์ธานี,เกาะสมุย
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.406,97.90100000000001,พังงา,คุระบุรี
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.616,100.91799999999999,ชลบุรี,สัตหีบ
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.075,99.45100000000001,ตรัง,หาดสำราญ
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.817,102.397,ตราด,เกาะกูด
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.551,99.694,สุราษฎร์ธานี,เกาะสมุย
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.582000000000001,99.719,สตูล,เมืองสตูล
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.495,97.874,พังงา,คุระบุรี
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.551,99.35,สตูล,เมืองสตูล
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.805,102.376,ตราด,เกาะกูด
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.857000000000001,102.525,ตราด,เกาะกูด
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.681000000000001,99.677,สุราษฎร์ธานี,เกาะสมุย
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.401,98.39200000000001,ระนอง,สุขสำราญ
4,920222,ต. เกาะนก,,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.272,99.475,ตรัง,กันตัง
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.31,99.66,สุราษฎร์ธานี,ดอนสัก
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.247,99.249,ชุมพร,สวี
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.699,99.68,สุราษฎร์ธานี,เกาะสมุย
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.675,99.833,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.709,99.676,สุราษฎร์ธานี,เกาะสมุย
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.815,102.398,ตราด,เกาะกูด
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.819,102.402,ตราด,เกาะกูด
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.696,99.662,สุราษฎร์ธานี,เกาะสมุย
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.542000000000001,99.164,สตูล,เมืองสตูล
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.857999999999999,102.523,ตราด,เกาะกูด
4,920213,ต. เกาะลิบง,Ko Libong,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.303,99.39399999999999,ตรัง,กันตัง
4,830103,ต. เกาะแก้ว,Ko Kaeo,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.9239999999999995,98.455,ภูเก็ต,เมืองภูเก็ต
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.222000000000001,99.243,ชุมพร,สวี
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.524,99.26899999999999,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.706,99.675,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.661,99.65899999999999,สุราษฎร์ธานี,เกาะสมุย
4,820603,ต. เกาะพระทอง,Ko Phra Thong,8206,อ. คุระบุรี,Khura Buri,82,จ. พังงา,Phang-nga,9.472000000000001,97.876,พังงา,คุระบุรี
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.485999999999999,99.41799999999999,ชุมพร,เมืองชุมพร
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.5,98.374,ระนอง,สุขสำราญ
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.808,102.37799999999999,ตราด,เกาะกูด
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.515,99.17399999999999,สตูล,เมืองสตูล
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.505999999999998,99.425,ชุมพร,เมืองชุมพร
4,920504,ต. ไม้ฝาด,Mai Fat,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,7.47,99.32,ตรัง,สิเกา
4,200701,ต. ศรีราชา,Si Racha,2007,อ. ศรีราชา,Si Racha,20,จ. ชลบุรี,Chon Buri,13.174000000000001,100.92,ชลบุรี,ศรีราชา
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.681000000000001,99.667,สุราษฎร์ธานี,เกาะสมุย
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.349,99.295,ชุมพร,เมืองชุมพร
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.049,98.676,กระบี่,เมืองกระบี่
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.485,99.366,สตูล,เมืองสตูล
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.655,99.876,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.676,99.664,สุราษฎร์ธานี,เกาะสมุย
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.208,99.249,ชุมพร,สวี
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.351,99.72,สุราษฎร์ธานี,ดอนสัก
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.704,99.87100000000001,สตูล,เมืองสตูล
4,860102,ต. ปากน้ำ,Pak Nam,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.448,99.25299999999999,ชุมพร,เมืองชุมพร
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.144,99.639,ตรัง,หาดสำราญ
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.81,102.376,ตราด,เกาะกูด
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.132,99.163,ชุมพร,ทุ่งตะโก
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.702,99.664,สุราษฎร์ธานี,เกาะสมุย
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.296,99.24700000000001,ชุมพร,สวี
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.513999999999999,99.17299999999999,สตูล,เมืองสตูล
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.504,99.182,สตูล,เมืองสตูล
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.664,99.677,สุราษฎร์ธานี,เกาะสมุย
4,830108,ต. กะรน,Karon,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.821000000000001,98.285,ภูเก็ต,เมืองภูเก็ต
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.687000000000001,99.675,สุราษฎร์ธานี,เกาะสมุย
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.144,99.631,ตรัง,หาดสำราญ
4,210114,ต. มาบตาพุด,Maptaphut,2101,อ. เมืองระยอง,Mueang Rayong,21,จ. ระยอง,Rayong,12.648,101.17,ระยอง,เมืองระยอง
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.865,99.48899999999999,ชุมพร,ปะทิว
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.507999999999999,99.17299999999999,สตูล,เมืองสตูล
4,920221,ต. เกาะลูกไม้,,9202,อ. กันตัง,Kantang,92,จ. ตรัง,Trang,7.291,99.45,ตรัง,กันตัง
4,920501,ต. บ่อหิน,Bo Hin,9205,อ. สิเกา,Sikao,92,จ. ตรัง,Trang,7.5489999999999995,99.28299999999999,ตรัง,สิเกา
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.77,99.66799999999999,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.521,99.711,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.8,99.713,สุราษฎร์ธานี,เกาะสมุย
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.425999999999998,99.316,ชุมพร,เมืองชุมพร
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.603,99.715,สุราษฎร์ธานี,เกาะสมุย
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.499,99.318,สตูล,เมืองสตูล
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.652,99.69200000000001,สตูล,เมืองสตูล
4,200901,ต. สัตหีบ,Sattahip,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.645999999999999,100.897,ชลบุรี,สัตหีบ
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.211,98.68700000000001,กระบี่,อ่าวลึก
4,850502,ต. กำพวน,Kamphuan,8505,อ. สุขสำราญ,Suk Samran,85,จ. ระนอง,Ranong,9.5,98.368,ระนอง,สุขสำราญ
4,840301,ต. ดอนสัก,Don Sak,8403,อ. ดอนสัก,Don Sak,84,จ. สุราษฎร์ธานี,Surat Thani,9.315,99.66,สุราษฎร์ธานี,ดอนสัก
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.257,99.227,ชุมพร,สวี
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.672,99.681,สุราษฎร์ธานี,เกาะสมุย
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.513999999999999,99.262,สตูล,เมืองสตูล
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.2,99.249,ชุมพร,สวี
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.542,99.67299999999999,สุราษฎร์ธานี,เกาะสมุย
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.208,98.691,กระบี่,อ่าวลึก
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.151,99.204,ชุมพร,ทุ่งตะโก
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.302,98.698,กระบี่,อ่าวลึก
4,850109,ต. เกาะพยาม,Ko Phayam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.877,98.44200000000001,ระนอง,เมืองระนอง
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.204,98.69,กระบี่,อ่าวลึก
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.671,99.678,สุราษฎร์ธานี,เกาะสมุย
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.914,98.52600000000001,ระนอง,เมืองระนอง
4,830301,ต. เทพกระษัตรี,Thep Krasattri,8303,อ. ถลาง,Thalang,83,จ. ภูเก็ต,Phuket,8.116,98.425,ภูเก็ต,ถลาง
4,850109,ต. เกาะพยาม,Ko Phayam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.779,98.477,ระนอง,เมืองระนอง
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.771,99.671,สุราษฎร์ธานี,เกาะสมุย
4,850105,ต. ปากน้ำ,Pak Nam,8501,อ. เมืองระนอง,Mueang Ranong,85,จ. ระนอง,Ranong,9.926,98.514,ระนอง,เมืองระนอง
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.144,98.71700000000001,กระบี่,เมืองกระบี่
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.549000000000001,100.971,ชลบุรี,สัตหีบ
4,810502,ต. แหลมสัก,Laem Sak,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.292,98.616,กระบี่,อ่าวลึก
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.673,99.669,สุราษฎร์ธานี,เกาะสมุย
4,810105,ต. เขาคราม,Khao Khram,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.21,98.729,กระบี่,เมืองกระบี่
4,830103,ต. เกาะแก้ว,Ko Kaeo,8301,อ. เมืองภูเก็ต,Mueang Phuket,83,จ. ภูเก็ต,Phuket,7.965,98.45100000000001,ภูเก็ต,เมืองภูเก็ต
4,220602,ต. เกาะเปริด,Ko Proet,2206,อ. แหลมสิงห์,Laem Sing,22,จ. จันทบุรี,Chanthaburi,12.424000000000001,102.109,จันทบุรี,แหลมสิงห์
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.547999999999999,99.705,สตูล,เมืองสตูล
4,860306,ต. ปากคลอง,Pak Khlong,8603,อ. ปะทิว,Pathio,86,จ. ชุมพร,Chumphon,10.823,99.492,ชุมพร,ปะทิว
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.155,99.21799999999999,ชุมพร,ทุ่งตะโก
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.4879999999999995,99.334,สตูล,เมืองสตูล
4,200408,ต. นาเกลือ,Na Kluea,2004,อ. บางละมุง,Bang Lamung,20,จ. ชลบุรี,Chon Buri,12.927999999999999,100.805,ชลบุรี,บางละมุง
4,230601,ต. เกาะหมาก,Ko Mak,2306,อ. เกาะกูด,Ko Kut,23,จ. ตราด,Trat,11.823,102.385,ตราด,เกาะกูด
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.482000000000001,99.696,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.676,99.677,สุราษฎร์ธานี,เกาะสมุย
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.776,99.67200000000001,สุราษฎร์ธานี,เกาะสมุย
4,210305,ต. กร่ำ,Kram,2103,อ. แกลง,Klaeng,21,จ. ระยอง,Rayong,12.584000000000001,101.51,ระยอง,แกลง
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.272,99.23299999999999,ชุมพร,สวี
4,840401,ต. อ่างทอง,Ang Thong,8404,อ. เกาะสมุย,Ko Samui,84,จ. สุราษฎร์ธานี,Surat Thani,9.556000000000001,99.685,สุราษฎร์ธานี,เกาะสมุย
4,810505,ต. อ่าวลึกน้อย,Ao Luek Noi,8105,อ. อ่าวลึก,Ao Luek,81,จ. กระบี่,Krabi,8.238,98.708,กระบี่,อ่าวลึก
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.176,98.735,กระบี่,เมืองกระบี่
4,921003,ต. ตะเสะ,Tase,9210,อ. หาดสำราญ,Hat Samran,92,จ. ตรัง,Trang,7.075,99.39399999999999,ตรัง,หาดสำราญ
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.643,99.694,สตูล,เมืองสตูล
4,810106,ต. เขาทอง,Khao Thong,8101,อ. เมืองกระบี่,Mueang Krabi,81,จ. กระบี่,Krabi,8.104,98.682,กระบี่,เมืองกระบี่
4,860801,ต. ปากตะโก,Pak Tako,8608,อ. ทุ่งตะโก,Thung Tako,86,จ. ชุมพร,Chumphon,10.071,99.185,ชุมพร,ทุ่งตะโก
4,850305,ต. บางหิน,Bang Hin,8503,อ. กะเปอร์,Papoe,85,จ. ระนอง,Ranong,9.595,98.469,ระนอง,กะเปอร์
4,910106,ต. เกาะสาหร่าย,Ko Sarai,9101,อ. เมืองสตูล,Mueang Satun,91,จ. สตูล,Satun,6.653,99.833,สตูล,เมืองสตูล
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.319,99.3,ชุมพร,เมืองชุมพร
4,200905,ต. แสมสาร,Samae San,2009,อ. สัตหีบ,Sattahip,20,จ. ชลบุรี,Chon Buri,12.603,100.917,ชลบุรี,สัตหีบ
4,860116,ต. หาดทรายรี,Hat Sai Ri,8601,อ. เมืองชุมพร,Mueang Chumphon,86,จ. ชุมพร,Chumphon,10.363,99.31,ชุมพร,เมืองชุมพร
4,860706,ต. ด่านสวี,Dan Sawi,8607,อ. สวี,Sawi,86,จ. ชุมพร,Chumphon,10.249,99.22399999999999,ชุมพร,สวี
